Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,01/16/2025,"ORIG CO NAME:UnitedHealthcare       ORIG ID:1111411289 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384879378756 EED:250116   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*35361667*4112892425*000087726 \ TRN: 0169378756TC",1133.99,ACH_CREDIT,33734.76,,
CREDIT,01/16/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:250115 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500129984785 EED:250116   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8070986*1043324848\ TRN: 0169984785TC",1552.51,ACH_CREDIT,32600.77,,
CREDIT,01/16/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384879378482 EED:250116   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25011B1000012290*1411289245*0 00087726\ TRN: 0169378482TC",1564.27,ACH_CREDIT,31048.26,,
DEBIT,01/15/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250114 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001039899308 EED:250115   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0159899308TC",-1.03,ACH_DEBIT,29483.99,,
DEBIT,01/15/2025,"ORIG CO NAME:PAYROLL                ORIG ID:1943345425 DESC DATE:250115 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000029200798 EED:250115   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0159200798TC",-1941.14,ACH_DEBIT,29485.02,,
DEBIT,01/15/2025,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:250115 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000028684094 EED:250115   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0158684094TC",-3509.18,ACH_DEBIT,31426.16,,
CREDIT,01/15/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384872140953 EED:250115   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25010B1000013855*1411289245*0 00087726\ TRN: 0152140953TC",143.53,ACH_CREDIT,34935.34,,
CREDIT,01/15/2025,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:011125 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000012053166 EED:250115   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*250111090055248*1591031071\ TRN: 0152053166TC",1149.30,ACH_CREDIT,34791.81,,
CREDIT,01/15/2025,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:011025 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000012051612 EED:250115   IND ID:741392951                    IND NAME:70020000LMG471             TRN*1*741392951*1041045815\ TRN: 0152051612TC",1462.70,ACH_CREDIT,33642.51,,
CREDIT,01/15/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018774065 EED:250115   IND ID:ST-W9O9A1S9L2R0              IND NAME:BOODAH INC TRN: 0158774065TC",5790.59,ACH_CREDIT,32179.81,,
DEBIT,01/14/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250113 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000016554598 EED:250114   IND ID:BYOUROWNBIL                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0146554598TC",-45.00,MISC_DEBIT,26389.22,,
CREDIT,01/14/2025,"ORIG CO NAME:NGS, INC.              ORIG ID:I351840597 DESC DATE:250108 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:042000019056638 EED:250114   IND ID:1104390525                   IND NAME:BOODAH, INC                TRN*1*896228578*1351840597~                                                       MEDICARE B OF NE TRN: 0149056638TC",103.55,ACH_CREDIT,26434.22,,
CREDIT,01/14/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:3043324848 DESC DATE:250110 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500129086898 EED:250114   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8066737*1043324848\ TRN: 0149086898TC",125.69,ACH_CREDIT,26330.67,,
CREDIT,01/14/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016519874 EED:250114   IND ID:ST-J0K1F5T9E2D2              IND NAME:BOODAH INC TRN: 0146519874TC",727.34,ACH_CREDIT,26204.98,,
CREDIT,01/14/2025,"ORIG CO NAME:MBHP Behav Z Val       ORIG ID:1043307857 DESC DATE:250110 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000029086496 EED:250114   IND ID:                             IND NAME:BOODAH INC                 TRN*1*0002184306*1541414194\ TRN: 0149086496TC",1299.68,ACH_CREDIT,25477.64,,
CREDIT,01/14/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:250110 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500127155723 EED:250114   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8064231*1043324848\ TRN: 0147155723TC",3746.65,ACH_CREDIT,24177.96,,
CHECK,01/13/2025,"CHECK 237  ",-200.00,CHECK_PAID,20431.31,237,
DEBIT,01/13/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250111 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001031003595 EED:250113   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0131003595TC",-18.96,ACH_DEBIT,20631.31,,
DEBIT,01/13/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250110 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001031003600 EED:250113   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0131003600TC",-36.06,ACH_DEBIT,20650.27,,
DEBIT,01/13/2025,"Zelle payment to ROYA 23359832483",-500.00,QUICKPAY_DEBIT,20686.33,,
DEBIT,01/13/2025,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:250110 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000699331718 EED:250113   IND ID:51301621                     IND NAME:Default debit account      FeeTransfer REF#51301621                                                          PPSACCOUNT TRN: 0139331718TC",-3.84,ACH_DEBIT,21186.33,,
DEBIT,01/13/2025,"ORIG CO NAME:AEGON USA              ORIG ID:1420947998 DESC DATE:SEP 05 CO ENTRY DESCR:CONTRIBUTESEC:CCD    TRACE#:091000018916113 EED:250113   IND ID:20250109922NVH               IND NAME:935014    00000            20250109922NVH4696945654377560028CO RP TRN: 0138916113TC",-167.95,ACH_DEBIT,21190.17,,
DEBIT,01/13/2025,"ORIG CO NAME:AEGON USA              ORIG ID:1420947998 DESC DATE:SEP 05 CO ENTRY DESCR:CONTRIBUTESEC:CCD    TRACE#:091000018916117 EED:250113   IND ID:20250109922NPX               IND NAME:935014    00000            20250109922NPX4696945654377560028CO RP TRN: 0138916117TC",-665.10,ACH_DEBIT,21358.12,,
CREDIT,01/13/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250110 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001039754143 EED:250113   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0139754143TC",20.00,ACH_CREDIT,22023.22,,
CREDIT,01/13/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019867146 EED:250113   IND ID:ST-U5Y9C4N9B9P0              IND NAME:BOODAH INC TRN: 0139867146TC",33.68,ACH_CREDIT,22003.22,,
CREDIT,01/13/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250112 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001031003573 EED:250113   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0131003573TC",622.67,ACH_CREDIT,21969.54,,
CREDIT,01/13/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250111 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001031003563 EED:250113   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0131003563TC",1222.67,ACH_CREDIT,21346.87,,
DEBIT,01/10/2025,"Online Transfer to CHK ...9759 transaction#: 23345983732 01/10",-10000.00,ACCT_XFER,20124.20,,
DEBIT,01/10/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250109 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001039724500 EED:250110   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0109724500TC",-0.88,ACH_DEBIT,30124.20,,
DEBIT,01/10/2025,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:250109 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000691473858 EED:250110   IND ID:51113567                     IND NAME:Default debit account      FeeTransfer REF#51113567                                                          PPSACCOUNT TRN: 0101473858TC",-24.41,ACH_DEBIT,30125.08,,
CREDIT,01/10/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010723608 EED:250110   IND ID:ST-U1I4L1H3O9Z3              IND NAME:BOODAH INC TRN: 0100723608TC",77.07,ACH_CREDIT,30149.49,,
CREDIT,01/10/2025,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:010825 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026097003 EED:250110   IND ID:2238793756                   IND NAME:BOODAH INC                 TRN*1*2238793756*1611241225*WPSEAST   \ TRN: 0106097003TC",88.05,ACH_CREDIT,30072.42,,
CREDIT,01/10/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250109 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001031618552 EED:250110   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0101618552TC",115.00,ACH_CREDIT,29984.37,,
CREDIT,01/10/2025,"ORIG CO NAME:HPHC EFT CLEARI        ORIG ID:8042452600 DESC DATE:250108 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000016418493 EED:250110   IND ID:                             IND NAME:BOODAH INC                 TRN*1*502395104*1042452600*HPHC\ TRN: 0106418493TC",155.93,ACH_CREDIT,29869.37,,
CREDIT,01/10/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384874079631 EED:250110   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25007B1000015341*1411289245*0 00087726\ TRN: 0104079631TC",191.96,ACH_CREDIT,29713.44,,
CREDIT,01/10/2025,"ORIG CO NAME:PAY PLUS               ORIG ID:9391995276 DESC DATE:250110 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:021000021838331 EED:250110   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*603415992*1391995276\                                                       PPSACCOUNT TRN: 0101838331TC",201.96,ACH_CREDIT,29521.48,,
CREDIT,01/10/2025,"ORIG CO NAME:WELLPOINT 05C          ORIG ID:0365BA293A DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025958747 EED:250110   IND ID:3260946219                   IND NAME:BOODAH  INC                TRN*1*3260946219*1520913817\                                                      EDI PAYMENT TRN: 0105958747TC",258.88,ACH_CREDIT,29319.52,,
CREDIT,01/10/2025,"ORIG CO NAME:TUFTS ASSOCIATED       ORIG ID:4800721489 DESC DATE:250107 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025993946 EED:250110   IND ID:                             IND NAME:BOODAH INC                 TRN*1*71167712*1042674079\ TRN: 0105993946TC",1298.57,ACH_CREDIT,29060.64,,
DEBIT,01/09/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250108 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038735127 EED:250109   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0098735127TC",-4.54,ACH_DEBIT,27762.07,,
DEBIT,01/09/2025,"ORIG CO NAME:THE HARTFORD           ORIG ID:9942902727 DESC DATE:       CO ENTRY DESCR:INSPMTCL  SEC:CCD    TRACE#:051000016995750 EED:250109   IND ID:15801127                     IND NAME:BOODAH INC                                                                                                   NWTBS CL SCIC ACH C TRN: 0096995750TC",-504.71,ACH_DEBIT,27766.61,,
CREDIT,01/09/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250108 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001036685339 EED:250109   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0096685339TC",85.00,ACH_CREDIT,28271.32,,
CREDIT,01/09/2025,"ORIG CO NAME:AETNA A04              ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:031100201536028 EED:250109   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*825006000191144*1066033492\ TRN: 0091536028TC",114.08,ACH_CREDIT,28186.32,,
CREDIT,01/09/2025,"ORIG CO NAME:AETNA AS01             ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000011471694 EED:250109   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*825006000191140*1066033492\ TRN: 0091471694TC",172.17,ACH_CREDIT,28072.24,,
CREDIT,01/09/2025,"ORIG CO NAME:MBHP Behav Z Val       ORIG ID:1043307857 DESC DATE:250107 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000021556399 EED:250109   IND ID:                             IND NAME:BOODAH INC                 TRN*1*0002183607*1541414194\ TRN: 0091556399TC",649.84,ACH_CREDIT,27900.07,,
CREDIT,01/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016960915 EED:250109   IND ID:ST-D8K7I8Z1P6X2              IND NAME:BOODAH INC TRN: 0096960915TC",683.65,ACH_CREDIT,27250.23,,
CREDIT,01/09/2025,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:250109 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000696482465 EED:250109   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*602350388*1042734278\                                                       PPSACCOUNT TRN: 0096482465TC",1284.89,ACH_CREDIT,26566.58,,
DEBIT,01/08/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250107 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038710364 EED:250108   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0088710364TC",-3.07,ACH_DEBIT,25281.69,,
DEBIT,01/08/2025,"ORIG CO NAME:INTUIT 78060639        ORIG ID:4462800242 DESC DATE:250108 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000024046571 EED:250108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0084046571TC",-271.55,ACH_DEBIT,25284.76,,
DEBIT,01/08/2025,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:250108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000024499099 EED:250108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0084499099TC",-111.60,ACH_DEBIT,25556.31,,
DEBIT,01/08/2025,"ORIG CO NAME:INTUIT 49064810        ORIG ID:4462800242 DESC DATE:250108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000024501662 EED:250108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0084501662TC",-867.72,ACH_DEBIT,25667.91,,
DEBIT,01/08/2025,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:250108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000024499098 EED:250108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0084499098TC",-1144.88,ACH_DEBIT,26535.63,,
CREDIT,01/08/2025,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:010425 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000011654415 EED:250108   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*250104090061853*1411648670\ TRN: 0081654415TC",72.00,ACH_CREDIT,27680.51,,
CREDIT,01/08/2025,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:010625 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000021589309 EED:250108   IND ID:2238763918                   IND NAME:BOODAH INC                 TRN*1*2238763918*1611241225*WPSEAST   \ TRN: 0081589309TC",83.09,ACH_CREDIT,27608.51,,
CREDIT,01/08/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878350721 EED:250108   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25003B1000006398*1411289245*0 00087726\ TRN: 0088350721TC",122.09,ACH_CREDIT,27525.42,,
CREDIT,01/08/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250107 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001034777203 EED:250108   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0084777203TC",479.65,ACH_CREDIT,27403.33,,
CREDIT,01/08/2025,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:010325 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000011652855 EED:250108   IND ID:741341181                    IND NAME:70020000LMG471             TRN*1*741341181*1041045815\ TRN: 0081652855TC",1487.08,ACH_CREDIT,26923.68,,
CREDIT,01/08/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014481033 EED:250108   IND ID:ST-T5A9L5C3A4P2              IND NAME:BOODAH INC TRN: 0084481033TC",1638.16,ACH_CREDIT,25436.60,,
CREDIT,01/08/2025,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:010325 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000011652853 EED:250108   IND ID:741327520                    IND NAME:70020000LMG471             TRN*1*741327520*1041045815\ TRN: 0081652853TC",1732.88,ACH_CREDIT,23798.44,,
CREDIT,01/08/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:250103 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500124125593 EED:250108   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8058956*1043324848\ TRN: 0084125593TC",5304.28,ACH_CREDIT,22065.56,,
DEBIT,01/07/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250106 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001034151031 EED:250107   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0074151031TC",-14.51,ACH_DEBIT,16761.28,,
DEBIT,01/07/2025,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:JAN 25 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000020896186 EED:250107   IND ID:71912823121724               IND NAME:COLLEEN GALLICCHIO TRN: 0070896186TC",-21.00,ACH_DEBIT,16775.79,,
DEBIT,01/07/2025,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:JAN 25 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000020896154 EED:250107   IND ID:71903780121724               IND NAME:COLLEEN GALLICCHIO TRN: 0070896154TC",-147.47,ACH_DEBIT,16796.79,,
CREDIT,01/07/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019169365 EED:250107   IND ID:ST-U1W9S0X0M0F0              IND NAME:BOODAH INC TRN: 0079169365TC",649.97,ACH_CREDIT,16944.26,,
CREDIT,01/07/2025,"ORIG CO NAME:UnitedHealthcare       ORIG ID:1111411289 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384870774171 EED:250107   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*35022888*4112892425*000087726 \ TRN: 0070774171TC",1133.99,ACH_CREDIT,16294.29,,
CREDIT,01/07/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:3043324848 DESC DATE:250103 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500120707520 EED:250107   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8055872*1043324848\ TRN: 0070707520TC",1328.87,ACH_CREDIT,15160.30,,
CHECK,01/06/2025,"CHECK 236  ",-200.00,CHECK_PAID,13831.43,236,
CHECK,01/06/2025,"CHECK 232  ",-110.00,CHECK_PAID,14031.43,232,
CREDIT,01/06/2025,"ORIG CO NAME:COMM OF MASS           ORIG ID:A046002284 DESC DATE:250103 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:022000048202822 EED:250106   IND ID:VC0001203281                 IND NAME:BOODAH INC                 TRN*1*0000003I5007277*1046002284*10 6123032\                                      TREVENDOR TRN: 0068202822TC",11.43,ACH_CREDIT,14141.43,,
CREDIT,01/06/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250103 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001030195986 EED:250106   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0060195986TC",20.00,ACH_CREDIT,14130.00,,
